,0
"embryonal tumor with multilayered rosettes, dicer1-mutated",17398
encapsulated breast papillary carcinoma,0
encapsulated breast papillary carcinoma with invasion,0
encapsulated neoplasm,0
encapsulated thymoma,0
encapsulated variant thyroid gland papillary carcinoma,0
encephalocraniocutaneous lipomatosis,0
enchondroma,0
enchondromatosis,0
endemic african kaposi sarcoma,0
endemic burkitt lymphoma,0
endobronchial hamartoma,0
endobronchial leiomyoma,0
endobronchial lipoma,0
endocardial neoplasm,0
"endocervical adenocarcinoma, usual-type",0
endocervical polyp,0
endocervical undifferentiated sarcoma,0
endocrine mucin-producing sweat gland carcinoma,0
endocrine neoplasm,0
endolymphatic sac tumor,0
endometrial adenocarcinoma,0
endometrial adenosquamous carcinoma,0
endometrial atypical hyperplasia/endometrioid intraepithelial neoplasia,0
endometrial carcinoma,0
endometrial clear cell adenocarcinoma,0
endometrial dedifferentiated carcinoma,0
endometrial endometrioid adenocarcinoma,0
endometrial endometrioid adenocarcinoma with clear cell change,0
endometrial endometrioid adenocarcinoma with metaplastic changes,0
endometrial endometrioid adenocarcinoma with papillae,0
"endometrial endometrioid adenocarcinoma with small glands, tubules or cords",0
endometrial endometrioid adenocarcinoma with small nonvillous papillae,0
endometrial endometrioid adenocarcinoma with spindled epithelial cells,0
endometrial endometrioid adenocarcinoma with a poorly differentiated carcinomatous component,0
endometrial endometrioid adenocarcinoma with an undifferentiated carcinomatous component,0
"endometrial endometrioid adenocarcinoma, ciliated variant",0
"endometrial endometrioid adenocarcinoma, secretory variant",0
"endometrial endometrioid adenocarcinoma, variant with squamous differentiation",0
endometrial large cell neuroendocrine carcinoma,0
endometrial mesonephric-like adenocarcinoma,0
endometrial mixed cell adenocarcinoma,0
endometrial mucinous adenocarcinoma,0
"endometrial mucinous adenocarcinoma, gastric-type",0
"endometrial mucinous adenocarcinoma, intestinal-type",0
endometrial mucosa-associated lymphoid tissue lymphoma,0
endometrial neoplasm,0
endometrial neuroendocrine carcinoma,0
endometrial polyp,0
endometrial serous adenocarcinoma,0
endometrial small cell neuroendocrine carcinoma,0
endometrial squamous cell carcinoma,0
endometrial stromal nodule,0
endometrial transitional cell carcinoma,0
endometrial undifferentiated carcinoma,0
endometrioid adenocarcinoma,0
"endometrioid adenocarcinoma, variant with squamous differentiation",0
endometrioid stromal sarcoma,5
endometrioid stromal sarcoma of the cervix,0
endometrioid stromal sarcoma of the vagina,0
endometrioid stromal and related neoplasms,0
endometrioid tumor,0
"endometrioid tumor, variant with squamous differentiation",0
enostosis,0
enterochromaffin-like cell neuroendocrine tumor g1,0
enteroglucagonoma,0
enteropathy-associated t-cell lymphoma,0
environment-related malignant neoplasm,0
environment-related neoplasm,0
eosinophilic granuloma,0
eosinophilic variant of chromophobe renal cell carcinoma,0
ependymal pituicytoma,17398
ependymal tumor,0
ependymoma,0
epicardial lipoma,0
epicardial neoplasm,0
epidermolytic acanthoma,0
epididymal adenocarcinoma,0
epididymal adenomatoid tumor,0
epididymal cystadenoma,0
epididymal melanotic neuroectodermal tumor,0
epididymal neoplasm,0
epididymal papillary cystadenoma,0
epidural spinal canal angiolipoma,0
epidural spinal canal meningioma,0
epidural spinal canal neoplasm,0
epiglottic carcinoma,0
epiglottic squamous cell carcinoma,0
epiglottis neoplasm,0
epipodophyllotoxin-related myelodysplastic syndrome,0
epithelial neoplasm,0
epithelial neoplasm (antiquated),0
epithelial predominant kidney wilms tumor,0
epithelial predominant pulmonary blastoma,0
epithelial skin neoplasm,0
epithelial synovial sarcoma,0
epithelial-myoepithelial carcinoma,0
epithelioid angiomyolipoma,0
epithelioid cell melanoma,0
epithelioid cell nevus,0
epithelioid cell type gastrointestinal stromal tumor,0
epithelioid glioblastoma,0
epithelioid hemangioendothelioma,0
epithelioid hemangioendothelioma with wwtr1-camta1 gene fusion,0
epithelioid hemangioendothelioma with yap1-tfe3 gene fusion,0
epithelioid hemangioma,0
epithelioid leiomyosarcoma,0
epithelioid malignant peripheral nerve sheath tumor,0
epithelioid malignant peripheral nerve sheath tumor of the skin,0
epithelioid mesothelioma,0
epithelioid myxofibrosarcoma,0
epithelioid neurofibroma,0
epithelioid sarcoma,0
epithelioid sarcoma nci grade 2,0
epithelioid sarcoma nci grade 3,0
epithelioid schwannoma,0
epithelioid trophoblastic tumor,0
erdheim-chester disease,0
erythroid neoplasm,0
erythroleukemia,0
esophageal adenocarcinoma,0
esophageal adenoid cystic carcinoma,0
esophageal adenosquamous carcinoma,0
esophageal basaloid carcinoma,0
esophageal carcinoma,0
esophageal carcinoma cuniculatum,0
esophageal diffuse large b-cell lymphoma,0
esophageal fibroma,0
esophageal gastrointestinal stromal tumor,0
esophageal glandular intraepithelial neoplasia,0
esophageal granular cell tumor,0
esophageal hemangioma,0
esophageal high grade intraepithelial neoplasia,0
esophageal hodgkin lymphoma,0
esophageal intraepithelial neoplasia,0
esophageal intramucosal adenocarcinoma,0
esophageal kaposi sarcoma,0
esophageal large cell neuroendocrine carcinoma,0
esophageal leiomyoma,0
esophageal leiomyosarcoma,0
esophageal lipoma,0
esophageal liposarcoma,0
esophageal low grade intraepithelial neoplasia,0
esophageal lymphoma,0
esophageal malignant peripheral nerve sheath tumor,0
esophageal melanoma,0
esophageal mixed adenoneuroendocrine carcinoma,0
esophageal moderately differentiated squamous cell carcinoma,0
esophageal mucoepidermoid carcinoma,0
esophageal mucosa-associated lymphoid tissue lymphoma,0
esophageal neoplasm,0
esophageal neuroendocrine carcinoma,0
esophageal neuroendocrine neoplasm,0
esophageal neuroendocrine tumor,0
esophageal neuroendocrine tumor g1,0
esophageal neuroendocrine tumor g2,0
esophageal neuroendocrine tumor g3,0
esophageal neurofibroma,0
esophageal non-hodgkin lymphoma,0
esophageal polyp,0
esophageal poorly differentiated squamous cell carcinoma,0
esophageal rhabdomyosarcoma,0
esophageal sarcoma,0
esophageal schwannoma,0
esophageal small cell neuroendocrine carcinoma,0
esophageal soft tissue neoplasm,0
esophageal spindle cell carcinoma,0
esophageal squamous cell carcinoma,0
esophageal squamous cell papilloma,0
esophageal squamous intraepithelial neoplasia,0
esophageal synovial sarcoma,0
esophageal undifferentiated carcinoma,0
esophageal verrucous carcinoma,0
esophageal well differentiated squamous cell carcinoma,0
essential thrombocythemia,2
estrogen-producing adrenal cortical adenoma,0
ethmoid sinus adenocarcinoma,0
ethmoid sinus adenoid cystic carcinoma,0
ethmoid sinus inverted papilloma,0
ethmoid sinus neoplasm,0
ethmoid sinus papilloma,0
ethmoid sinus primary ectopic meningioma,0
ethmoid sinus squamous cell carcinoma,0
ewing sarcoma,0
ewing sarcoma of bone,0
ewing sarcoma pediatric,17398
ewing sarcoma/peripheral primitive neuroectodermal tumor,0
ewing sarcoma/peripheral primitive neuroectodermal tumor of bone,0
exocervical carcinoma,0
extensive stage lung small cell carcinoma,0
external ear actinic keratosis,0
external ear basal cell carcinoma,0
external ear carcinoma,0
external ear lipoma,0
external ear neoplasm,0
external ear polyp,0
external ear squamous cell carcinoma,0
extra-adrenal paraganglioma,0
extra-adrenal retroperitoneal paraganglioma,0
extra-adrenal sympathetic paraganglioma,0
extraabdominal fibromatosis,0
extracardiac rhabdomyoma,0
extracavitary primary effusion lymphoma,0
extracranial neuroblastoma,0
extracranial solid neoplasm,0
extracutaneous mastocytoma,0
extracutaneous merkel cell carcinoma,0
extragastrointestinal gastrointestinal stromal tumor,0
extragonadal embryonal carcinoma,0
extragonadal germ cell tumor,0
extragonadal seminoma,0
extrahepatic bile duct adenocarcinoma,0
"extrahepatic bile duct adenocarcinoma, biliary type",0
"extrahepatic bile duct adenocarcinoma, gastric foveolar type",0
"extrahepatic bile duct adenocarcinoma, intestinal type",0
extrahepatic bile duct adenoma,0
extrahepatic bile duct adenosquamous carcinoma,0
extrahepatic bile duct benign granular cell tumor,0
extrahepatic bile duct biliary intraepithelial neoplasia,0
extrahepatic bile duct carcinoma,0
extrahepatic bile duct carcinosarcoma,0
extrahepatic bile duct clear cell adenocarcinoma,0
extrahepatic bile duct embryonal rhabdomyosarcoma,0
extrahepatic bile duct fibroma,0
extrahepatic bile duct intraductal papillary neoplasm,0
extrahepatic bile duct intraductal papillary neoplasm with an associated invasive carcinoma,0
extrahepatic bile duct kaposi sarcoma,0
extrahepatic bile duct large cell neuroendocrine carcinoma,0
extrahepatic bile duct leiomyoma,0
extrahepatic bile duct leiomyosarcoma,0
extrahepatic bile duct lipoma,0
extrahepatic bile duct lymphoma,0
extrahepatic bile duct mixed adenoneuroendocrine carcinoma,0
extrahepatic bile duct mucinous adenocarcinoma,0
extrahepatic bile duct mucinous cystic neoplasm,0
extrahepatic bile duct mucinous cystic neoplasm with an associated invasive carcinoma,0
extrahepatic bile duct mucoepidermoid carcinoma,0
extrahepatic bile duct neoplasm,0
extrahepatic bile duct neuroendocrine carcinoma,0
extrahepatic bile duct neuroendocrine neoplasm,0
extrahepatic bile duct neuroendocrine tumor,0
extrahepatic bile duct neuroendocrine tumor g1,0
extrahepatic bile duct neuroendocrine tumor g2,0
extrahepatic bile duct neuroendocrine tumor g3,0
extrahepatic bile duct papillary adenoma,0
extrahepatic bile duct rhabdomyosarcoma,0
extrahepatic bile duct sarcoma,0
extrahepatic bile duct signet ring cell carcinoma,0
extrahepatic bile duct small cell neuroendocrine carcinoma,0
extrahepatic bile duct squamous cell carcinoma,0
extrahepatic bile duct tubular adenoma,0
extrahepatic bile duct tubulopapillary adenoma,0
extrahepatic bile duct undifferentiated carcinoma,0
extramammary paget disease,0
extramedullary disease in plasma cell myeloma involving the central nervous system,0
extramedullary disease in plasma cell myeloma involving the kidney,0
extramedullary disease in plasma cell myeloma involving the leptomeninges,0
extramedullary disease in plasma cell myeloma involving the liver,0
extramedullary disease in plasma cell myeloma involving the lung,0
extramedullary disease in plasma cell myeloma involving the skin,0
extramedullary disease in plasma cell myeloma involving the spleen,0
extramedullary disease in plasma cell myeloma involving the uterine corpus,17398
extranodal lymphoma,17398
extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue,0
extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue involving the digestive system,0
extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue by ann arbor stage,0
extranodal nk- and t-cell lymphoma nasal type,17398
extranodal non-hodgkin lymphoma,17398
extraocular cutaneous sebaceous carcinoma,0
extraocular retinoblastoma,0
extraosseous/peripheral ameloblastoma,0
extrapulmonary small cell neuroendocrine carcinoma,0
extrarenal rhabdoid tumor,0
extrarenal rhabdoid tumor of the liver,0
extrarenal rhabdoid tumor of the ovary,0
extrarenal rhabdoid tumor of the prostate,0
extraskeletal cartilaginous and osseous neoplasm,0
extraskeletal ewing sarcoma,0
extraskeletal ewing sarcoma/peripheral primitive neuroectodermal tumor,0
extraskeletal myxoid chondrosarcoma,0
extraskeletal osteoma,0
extraskeletal osteosarcoma,0
extraventricular neurocytoma,0
eye carcinoma,0
eye lymphoma,0
eye melanocytoma,0
eye neoplasm,0
eye sebaceous carcinoma,0
eyelid basal cell carcinoma,0
eyelid capillary hemangioma,0
eyelid carcinoma,0
eyelid melanoma,0
eyelid neoplasm,0
eyelid nevus,0
eyelid papilloma,0
eyelid sebaceous gland carcinoma,0
eyelid seborrheic keratosis,0
eyelid squamous cell papilloma,0
figo grade 1 endometrial endometrioid adenocarcinoma,0
figo grade 1 endometrial mucinous adenocarcinoma,0
figo grade 2 endometrial endometrioid adenocarcinoma,0
figo grade 2 endometrial mucinous adenocarcinoma,0
figo grade 3 endometrial mucinous adenocarcinoma,0
figo stage i gestational trophoblastic tumor,0
figo stage ia gestational trophoblastic tumor,0
figo stage ib gestational trophoblastic tumor,0
figo stage ic gestational trophoblastic tumor,0
figo stage ii gestational trophoblastic tumor,0
figo stage iia gestational trophoblastic tumor,0
figo stage iib gestational trophoblastic tumor,0
figo stage iic gestational trophoblastic tumor,0
figo stage iii gestational trophoblastic tumor,0
figo stage iiia gestational trophoblastic tumor,0
figo stage iiib gestational trophoblastic tumor,0
figo stage iiic gestational trophoblastic tumor,0
figo stage iv gestational trophoblastic tumor,0
figo stage iva gestational trophoblastic tumor,0
figo stage ivb gestational trophoblastic tumor,0
figo stage ivc gestational trophoblastic tumor,0
fsh-producing pituitary neuroendocrine tumor,0
facial nerve neoplasm,0
fallopian tube adenocarcinoma,0
fallopian tube adenomatoid tumor,0
fallopian tube adenosarcoma,0
fallopian tube carcinoma,0
fallopian tube carcinosarcoma,0
fallopian tube clear cell adenocarcinoma,0
fallopian tube endometrioid adenocarcinoma,0
fallopian tube endometrioid polyp,0
fallopian tube endometrioid tumor,0
fallopian tube germ cell tumor,0
fallopian tube gestational choriocarcinoma,0
fallopian tube high grade serous adenocarcinoma,17398
fallopian tube leiomyoma,0
fallopian tube leiomyosarcoma,0
fallopian tube lymphoma,0
fallopian tube metaplastic papillary tumor,0
fallopian tube mucinous adenocarcinoma,0
fallopian tube mucinous neoplasm,0
fallopian tube neoplasm,0
fallopian tube papillary adenocarcinoma,0
fallopian tube serous adenocarcinoma,0
fallopian tube serous adenofibroma,0
fallopian tube serous cystadenofibroma,0
fallopian tube serous neoplasm,0
fallopian tube serous papilloma,0
fallopian tube soft tissue neoplasm,0
fallopian tube squamous cell carcinoma,0
fallopian tube teratoma,0
fallopian tube transitional cell carcinoma,0
fallopian tube undifferentiated carcinoma,0
falx cerebri meningioma,0
familial adenomatous polyposis associated medulloblastoma,0
familial adrenal gland pheochromocytoma,0
familial myelodysplastic syndrome,0
familial neuroblastoma,0
familial nonmedullary thyroid gland carcinoma,0
familial paraganglioma,0
familial testicular germ cell tumor,0
familial waldenstrom macroglobulinemia,0
fascial fibroma,0
fascial fibrosarcoma,0
favorable hodgkin lymphoma,0
female breast carcinoma,0
female breast carcinoma in situ,0
female malignant nipple neoplasm,0
female reproductive system adenofibroma,0
female reproductive system carcinoma,0
female reproductive system neoplasm,0
female reproductive system smooth muscle tumor of uncertain malignant potential,0
female urethral malignant neoplasm,0
fetal rhabdomyoma,0
fibrillary astrocytoma,0
fibroadenoma of anogenital mammary-type glands,0
fibroblastic liposarcoma,0
fibroblastic neoplasm,0
fibroblastic osteosarcoma,0
fibroblastic reticular cell tumor,0
fibrocartilaginous mesenchymoma,0
fibroepithelial neoplasm,0
fibrofolliculoma,0
fibrohistiocytic neoplasm,0
fibrolamellar carcinoma,0
fibrolipoma,0
fibroma,0
fibromatosis,0
fibromatosis colli,0
fibromyxoid tumor,0
fibromyxolipoma,0
fibroosseous pseudotumor of digits,0
fibrosarcoma,0
fibrosarcoma nci grade 2,0
fibrosarcomatous dermatofibrosarcoma protuberans,0
fibrous dysplasia,0
fibrous hamartoma of infancy,0
fibrous histiocytoma,0
fibrous histiocytoma of bone,0
fibrous meningioma,0
fibrous synovial sarcoma,0
